,plot_id,lat,lon,invyr,TPA
137310,2_2247,31.574621,-81.689619,2002.0,154.12563982193444
21381,9_9131,43.556929,-73.214625,2014.0,247.78588992310807
73175,4_2398,31.244905,-83.611627,2014.0,182.23888223391344
107504,4_413,35.387617,-87.609314,2009.0,0.0
94869,1_1595,32.30199,-84.799211,2001.0,329.0581125050587
104161,3_167,36.525071999999994,-87.548551,2003.0,199.28717118575474
75310,3_2852,34.631384999999995,-84.300043,2008.0,227.189735329826
29554,10_10232,30.634591999999998,-81.90865699999999,2015.0,172.4970028328612
55405,2_1692,37.103190000000005,-78.548244,2014.0,359.6068247673006
134916,1_2377,47.043898,-95.875762,2011.0,192.36696935037094
59283,1_621,33.713478,-87.252439,2013.0,357.47962537360456
130796,2_1794,44.90152,-84.918643,2007.0,215.01238607851076
14872,4_3637,41.312653999999995,-85.654178,2015.0,370.06839148705274
143254,2_2064,45.353406,-84.162417,2007.0,349.65426709834077
136639,2_2242,31.803963,-81.45643100000001,2007.0,356.0786272764063
104031,3_171,35.249994,-86.34805300000001,2008.0,523.0529874544719
40012,9_11449,37.303143,-79.831287,2013.0,399.4760598947795
76339,3_2530,46.101092,-88.22179,2003.0,183.56195629299876
130783,1_114,36.53099,-87.34606,2006.0,199.28717118575474
5112,6_7986,44.29141,-85.614522,2017.0,86.15781140882275
78291,4_129,35.682176,-88.087942,2004.0,60.88674625657631
57386,2_804,32.112218,-87.344864,2014.0,617.8256333468232
92868,2_3519,47.249971,-92.446857,2012.0,153.01324403075677
66382,9_8323,33.970884000000005,-94.305041,2014.0,98.90198839875893
75300,5_8285,47.159859999999995,-95.697317,2015.0,388.6217847025496
54009,10_8145,43.141131,-71.514422,2016.0,227.87742156878681
72238,9_10867,35.998375,-85.53333,2009.0,228.30213112100364
119679,8_5763,43.96463,-69.596999,2013.0,302.47862242007284
84709,8_9509,35.510906,-93.49064399999999,2013.0,347.2187972480777
39708,5_6887,38.745472,-86.823605,2010.0,182.23888223391342
33207,5_5349,40.08804,-79.88863,2015.0,361.83161634965603
110733,9_11676,38.61442,-85.163824,2014.0,192.7925849183866
31485,9_12132,36.931276000000004,-80.685822,2009.0,146.12819101578307
126195,6_6345,36.320112,-78.951676,2011.0,487.45354701200586
127668,1_56,36.53321,-83.845178,2001.0,100.808218976904
136341,2_2246,31.800707,-81.85435600000001,2007.0,363.1546904087414
133772,7_7564,40.82778,-76.67494,2007.0,209.02905058680693
137871,2_4054,36.814445,-93.600854,2002.0,124.77774213840465
62506,4_383,36.481521,-87.990251,2014.0,71.74102144880615
106637,4_5144,48.774167,-94.924738,2014.0,616.5025592877378
79122,9_10448,42.228586,-75.444113,2014.0,106.41752709408023
108107,6_4059,44.65998,-69.47636999999999,2011.0,416.7350271145284
4600,7_6766,47.483354999999996,-95.326424,2007.0,440.55404405609545
49068,9_9153,43.975883,-72.75461800000001,2009.0,241.80255443140427
134805,5_3850,32.523516,-85.057446,2011.0,264.83417887494943
74815,5_8356,47.665623,-91.113374,2010.0,429.0022706056926
75237,3_2996,32.698692,-84.640793,2013.0,798.952119789559
27984,10_10199,30.33558,-83.351616,2015.0,284.5286159449614
105618,3_1322,33.922462,-82.343626,2003.0,776.8222128692839
34640,5_5732,45.984390000000005,-68.58306999999999,2015.0,688.4542590044517
61837,10_8000,42.01976,-71.697474,2010.0,409.84521186707804
82890,3_3622,48.248994,-93.220935,2013.0,556.2478478348846
36979,10_9485,37.479029,-80.38238100000001,2010.0,307.3495621205989
63045,5_8106,48.061362,-90.674032,2005.0,904.1576843383249
67032,8_9762,34.148884,-81.46885,2013.0,166.4117076750809
99531,1_2836,47.894721000000004,-90.625472,2011.0,587.6982776203967
86076,9_9101,43.817592,-72.70836,2014.0,96.09571995143669
6273,7_3857,45.53456,-70.07727,2012.0,947.7854633751521
33660,11_6336,45.171085999999995,-88.500741,2011.0,378.66922703358966
15110,5_7504,45.220356,-91.58711,2005.0,76.24125938981355
70046,3_26,35.775277,-85.69345600000001,2003.0,158.52539905588637
92683,2_3463,47.429293,-92.380261,2007.0,112.0316131121003
22969,9_9342,38.955339,-75.5404,2009.0,893.303409146095
75157,6_3939,46.95474,-68.69584,2011.0,438.44357749898825
137859,2_87,35.820909,-88.787444,2007.0,70.51668042744991
107398,6_3627,46.45684,-68.94827,2016.0,421.6059668150545
25681,0_2239,47.327775,-95.664469,2015.0,717.2143576960842
116331,0_2833,47.685438,-91.913078,2005.0,546.0846118980171
27566,0_1266,32.442332,-81.674557,2000.0,418.9598186968839
23079,10_11610,36.735852,-78.463151,2010.0,486.9422962363416
40374,5_3577,37.272265000000004,-77.88409300000001,2013.0,404.3469995953056
126658,6_6768,34.984584000000005,-78.812901,2006.0,100.75598138405503
27778,0_1056,31.486518,-83.853516,2010.0,102.28973371104811
32492,10_10958,33.336047,-92.714123,2014.0,554.3178579600975
9232,1_1089,31.600886,-86.386578,2013.0,393.49272440307567
82999,9_10045,40.909884999999996,-78.6435,2009.0,207.91665479562923
117346,0_899,32.219034,-84.442495,2005.0,307.3495621205989
9792,4_1543,34.575796000000004,-77.64967,2016.0,54.69273249696479
63389,3_2845,32.855094,-83.042439,2008.0,562.0205050586808
12735,5_7757,43.927061,-89.911986,2016.0,1009.256621168022
22342,9_6123,46.068932000000004,-92.019308,2014.0,679.6140971266695
120044,8_5852,44.192673,-69.93799,2008.0,704.1794738972076
6464,7_3805,44.362840000000006,-70.07388,2007.0,371.18994453540085
136954,2_5,35.951827,-86.11417800000001,2012.0,179.80341238365037
78204,8_9225,34.292358,-93.959417,2013.0,293.84913881019827
116178,8_7427,44.31272,-74.809221,2008.0,546.2952901659248
12262,5_7648,38.944012,-88.635676,2005.0,462.58759773371116
75218,6_3908,46.93255,-69.10096,2006.0,762.4200720356132
101866,9_7499,28.503859000000002,-81.868964,2009.0,72.85341723998381
9171,7_3740,45.4405,-69.17912,2007.0,836.1687688648597
140165,2_2517,31.578490999999996,-84.02994100000001,2002.0,900.6098186968842
10897,5_7088,45.150023,-90.072767,2005.0,379.0905835694051
22323,9_6131,44.599148,-89.643688,2009.0,239.43604530695353
26231,8_3856,41.719198,-94.049029,2013.0,236.49059004451638
14185,1_582,32.780141,-85.7793,2006.0,706.6517785901176
34597,5_5866,45.27704,-69.78087,2005.0,525.488457304735
143508,0_692,45.487901,-87.53639,2005.0,56.0158065560502
140592,2_2633,45.619068,-91.269086,2002.0,548.9414382840955
82584,8_9917,33.3272,-93.481976,2008.0,212.36623796033993
138147,2_63,36.078641,-85.953399,2007.0,294.96153460137594
71619,9_12172,47.351326,-94.108818,2009.0,30.33803399433428
124461,7_5363,36.630347,-90.775212,2012.0,281.52296466314533
40061,10_9064,40.687176,-82.821455,2010.0,254.2470976877075
67073,4_3054,41.180561,-88.012738,2009.0,99.71456719058446
132313,5_4624,36.091409999999996,-78.010238,2009.0,269.70511857547547
129253,7_7545,40.816320000000005,-76.35325999999999,2012.0,58.451276406313255
68253,3_4098,45.489639000000004,-88.28485699999999,2013.0,449.96922379603393
135480,5_4670,36.451274,-79.10256899999999,2005.0,64.434611898017
14235,5_7369,45.770032,-90.008034,2010.0,88.29085004272731
127860,7_9745,46.382261,-89.317183,2012.0,1122.5072577903684
8765,7_3721,44.88843,-68.17065,2007.0,575.5209283690815
128709,7_9729,41.114213,-82.69795699999999,2007.0,242.70427195467423
82146,4_2126,32.837346000000004,-81.965789,2009.0,299.83247430190204
130231,7_7880,41.037490000000005,-80.24223,2012.0,12.080433969792594
97668,1_2034,45.520070000000004,-91.167908,2006.0,85.03076649129906
16279,4_3179,42.011097,-86.168348,2015.0,195.52862727640633
142915,4_2523,45.10416,-70.52619,2009.0,711.2752051800892
